Year,StateANSI,OtherStateANSI,InflowReturns,InflowExemptions,InflowAGI
2003,55,29,773,1556,40302
2002,55,29,756,1521,33404
2001,55,29,783,1587,32718
2000,55,29,767,1638,40047
1999,55,29,752,1555,21802
1998,55,29,717,1471,29418
1997,55,29,671,1367,23506
1996,55,29,701,1509,24149
1995,55,29,674,1458,22633
1994,55,29,643,1348,22111
1993,55,29,655,1410,20299
2011,55,30,157,268,4354
2010,55,30,182,313,5485
2009,55,30,187,329,5398
2008,55,30,200,358,6962
2007,55,30,186,347,5975
2006,55,30,193,348,6413
2005,55,30,184,330,5641
2004,55,30,168,289,5211
2003,55,30,167,334,5077
2002,55,30,209,374,5700
2001,55,30,216,407,6417
2000,55,30,244,446,6859
1999,55,30,202,388,6018
1998,55,30,174,330,4496
1997,55,30,169,324,4123
1996,55,30,160,321,3685
1995,55,30,180,377,3720
1994,55,30,146,294,3089
1993,55,30,135,280,2321
2011,55,31,279,507,12408
2010,55,31,249,496,15189
2009,55,31,306,604,14941
2008,55,31,276,534,13203
2007,55,31,298,603,19901
2006,55,31,277,549,15409
2005,55,31,291,540,15642
2004,55,31,297,641,13739
2003,55,31,297,641,13380
2002,55,31,323,654,14176
2001,55,31,316,708,12821
2000,55,31,343,708,15396
1999,55,31,322,666,14434
1998,55,31,357,789,15976
1997,55,31,318,668,11801
1996,55,31,288,644,10279
1995,55,31,272,600,8952
1994,55,31,274,592,8350
