2009.1.1,1,1,1632467,3629748,83764352,2009
2009.1.10,1,10,66,133,3425,2009
2009.1.11,1,11,59,90,3677,2009
2009.1.12,1,12,7075,13960,274399,2009
2009.1.13,1,13,7680,16153,288562,2009
2009.1.15,1,15,296,696,13894,2009
2009.1.16,1,16,73,172,2826,2009
2009.1.17,1,17,1048,2105,47937,2009
2009.1.18,1,18,746,1525,31189,2009
2009.1.19,1,19,193,389,11707,2009
2009.1.2,1,2,218,542,10688,2009
2009.1.20,1,20,347,766,15162,2009
2009.1.21,1,21,791,1680,31950,2009
2009.1.22,1,22,1249,2606,61937,2009
2009.1.23,1,23,85,152,2921,2009
2009.1.24,1,24,579,1202,35009,2009
2009.1.25,1,25,256,476,11950,2009
2009.1.26,1,26,1233,2606,44363,2009
2009.1.27,1,27,239,449,9501,2009
2009.1.28,1,28,2991,6139,115773,2009
2009.1.29,1,29,653,1321,28602,2009
2009.1.30,1,30,79,157,3101,2009
2009.1.31,1,31,148,321,9912,2009
2009.1.32,1,32,272,555,12239,2009
2009.1.33,1,33,80,143,3453,2009
2009.1.34,1,34,375,733,20845,2009
2009.1.35,1,35,211,475,11870,2009
2009.1.36,1,36,1037,2027,42898,2009
2009.1.37,1,37,1615,3525,69253,2009
2009.1.38,1,38,45,113,2269,2009
2009.1.39,1,39,1134,2270,51186,2009
2009.1.4,1,4,496,1089,24243,2009
2009.1.40,1,40,357,771,13391,2009
2009.1.41,1,41,158,331,7014,2009
2009.1.42,1,42,566,1178,31052,2009
2009.1.44,1,44,50,78,2303,2009
2009.1.45,1,45,949,2072,43219,2009
2009.1.46,1,46,49,113,2443,2009
2009.1.47,1,47,3470,6928,156233,2009
2009.1.48,1,48,2829,6226,142592,2009
2009.1.49,1,49,173,406,8711,2009
2009.1.5,1,5,458,970,20048,2009
2009.1.50,1,50,38,76,1655,2009
2009.1.51,1,51,1471,3178,91428,2009
2009.1.53,1,53,500,1109,23199,2009
2009.1.54,1,54,144,304,6513,2009
2009.1.55,1,55,329,672,13717,2009
2009.1.56,1,56,55,102,2465,2009
2009.1.6,1,6,1748,3581,80865,2009
2009.1.8,1,8,524,1213,28200,2009
2009.1.9,1,9,201,368,10058,2009
2009.1.99,1,99,45438,94246,1981847,2009
2009.10.1,10,1,46,84,2051,2009
2009.10.10,10,10,333759,695915,20437767,2009
2009.10.11,10,11,72,103,5785,2009
2009.10.12,10,12,706,1242,26019,2009
2009.10.13,10,13,252,478,9404,2009
2009.10.15,10,15,33,75,1332,2009
2009.10.16,10,16,18,30,802,2009
2009.10.17,10,17,140,260,7911,2009
2009.10.18,10,18,77,147,3512,2009
2009.10.19,10,19,29,47,1567,2009
2009.10.2,10,2,19,36,764,2009
2009.10.20,10,20,29,56,1419,2009
2009.10.21,10,21,52,84,2603,2009
2009.10.22,10,22,49,91,2081,2009
2009.10.23,10,23,35,58,1483,2009
2009.10.24,10,24,2666,4777,142594,2009
2009.10.25,10,25,151,266,6860,2009
2009.10.26,10,26,134,244,7999,2009
2009.10.27,10,27,48,83,2214,2009
2009.10.28,10,28,36,71,1642,2009
2009.10.29,10,29,57,109,2825,2009
2009.10.30,10,30,11,21,374,2009
2009.10.31,10,31,18,39,1038,2009
2009.10.32,10,32,51,94,1867,2009
2009.10.33,10,33,38,73,1862,2009
2009.10.34,10,34,1691,3072,95807,2009
2009.10.35,10,35,24,50,866,2009
2009.10.36,10,36,866,1634,45841,2009
2009.10.37,10,37,381,709,14580,2009
2009.10.38,10,38,5,7,172,2009
2009.10.39,10,39,228,426,11541,2009
2009.10.4,10,4,130,230,6811,2009
2009.10.40,10,40,60,116,2278,2009
2009.10.41,10,41,28,48,1432,2009
2009.10.42,10,42,3413,6255,162197,2009
2009.10.44,10,44,21,40,889,2009
2009.10.45,10,45,129,249,4678,2009
2009.10.46,10,46,11,19,332,2009
2009.10.47,10,47,90,182,3798,2009
2009.10.48,10,48,305,591,15676,2009
2009.10.49,10,49,33,74,1146,2009
2009.10.5,10,5,32,61,1583,2009
2009.10.50,10,50,21,30,1003,2009
2009.10.51,10,51,668,1208,38337,2009
2009.10.53,10,53,84,137,5595,2009
2009.10.54,10,54,68,124,2801,2009
2009.10.55,10,55,53,88,2783,2009
2009.10.56,10,56,8,19,293,2009
2009.10.6,10,6,355,624,17906,2009
2009.10.8,10,8,75,132,2033,2009
2009.10.9,10,9,139,253,8999,2009
2009.10.99,10,99,13685,24946,685385,2009
2009.11.1,11,1,122,169,4915,2009
2009.11.10,11,10,88,115,5156,2009
2009.11.11,11,11,215623,360019,15431865,2009
2009.11.12,11,12,770,950,33986,2009
2009.11.13,11,13,527,705,23148,2009
2009.11.15,11,15,68,100,3069,2009
2009.11.16,11,16,28,32,1497,2009
2009.11.17,11,17,684,810,42973,2009
2009.11.18,11,18,152,182,6456,2009
2009.11.19,11,19,76,95,3855,2009
2009.11.2,11,2,49,65,2807,2009
2009.11.20,11,20,75,87,3195,2009
2009.11.21,11,21,100,123,4517,2009
2009.11.22,11,22,150,179,6541,2009
2009.11.23,11,23,79,86,2605,2009
2009.11.24,11,24,7458,12034,347845,2009
2009.11.25,11,25,917,1061,79915,2009
2009.11.26,11,26,380,444,17263,2009
2009.11.27,11,27,213,235,8322,2009
2009.11.28,11,28,66,80,2397,2009
2009.11.29,11,29,211,242,9436,2009
2009.11.30,11,30,29,31,827,2009
2009.11.31,11,31,58,68,2345,2009
2009.11.32,11,32,69,85,2593,2009
2009.11.33,11,33,88,101,3279,2009
2009.11.34,11,34,590,676,28773,2009
2009.11.35,11,35,78,85,2777,2009
2009.11.36,11,36,1766,2072,113360,2009
2009.11.37,11,37,701,929,25614,2009
2009.11.38,11,38,13,20,390,2009
2009.11.39,11,39,478,546,20102,2009
2009.11.4,11,4,184,233,11483,2009
2009.11.40,11,40,64,94,2658,2009
2009.11.41,11,41,153,177,6213,2009
2009.11.42,11,42,974,1103,41831,2009
2009.11.44,11,44,80,93,4069,2009
2009.11.45,11,45,228,298,8983,2009
2009.11.46,11,46,20,22,671,2009
